Datetime,BTC-USD,ETH-USD,Spread,Z_Score,Position,Spread_Change,Strategy_PnL_Gross,Trades,Cost,Strategy_PnL_Net,Cumulative_PnL
2026-01-16 15:55:00+00:00,94476.1015625,3260.54296875,-734.8994454941871,-1.0226473421470539,0,-1.3121687929269683,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:56:00+00:00,94586.3828125,3263.13818359375,-736.9680808353901,-1.3631633715656413,0,-2.068635341202935,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:57:00+00:00,94587.671875,3264.163330078125,-735.9974494601474,-1.1818607656279299,0,0.9706313752426468,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:58:00+00:00,94594.25,3263.149658203125,-737.2893135890249,-1.378649252720096,0,-1.291864128877478,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:59:00+00:00,94605.625,3263.950927734375,-736.9690985965458,-1.30392465243899,0,0.3202149924791229,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:00:00+00:00,94559.625,3262.860595703125,-736.1140672182605,-1.1514022965988637,0,0.8550313782852754,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:01:00+00:00,94541.84375,3261.552734375,-736.6699504349549,-1.2267940934935195,0,-0.555883216694383,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:02:00+00:00,94572.9140625,3263.908447265625,-735.6282168717285,-1.037513095129055,0,1.041733563226444,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:03:00+00:00,94527.5390625,3263.33984375,-734.2778885458824,-0.8011654719669471,0,1.3503283258460215,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:04:00+00:00,94517.3515625,3260.9443359375,-736.2425617989338,-1.1009372642549569,0,-1.9646732530513873,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:05:00+00:00,94536.765625,3263.259521484375,-734.7484068350573,-0.8503035174214124,0,1.4941549638765537,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:06:00+00:00,94581.9140625,3264.647216796875,-735.2700619206048,-0.9152886521835929,0,-0.5216550855475361,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:08:00+00:00,94783.890625,3270.099365234375,-738.3596050976967,-1.3738164949309626,0,-3.089543177091855,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:10:00+00:00,94788.0,3269.283447265625,-739.34931062647,-1.4844842430072727,0,-0.9897055287733565,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:11:00+00:00,94755.140625,3269.034912109375,-738.2082060917373,-1.2770329995130716,0,1.1411045347326763,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:12:00+00:00,94712.703125,3268.593505859375,-736.8549088701689,-1.0634757017144136,0,1.3532972215684822,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:13:00+00:00,94651.4609375,3268.214111328125,-734.6443401257143,-0.7342157805400054,0,2.2105687444545765,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:14:00+00:00,94616.8671875,3266.812744140625,-734.5827200208532,-0.7267437361696093,0,0.061620104861049185,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 16:15:00+00:00,94700.3359375,3269.9697265625,-734.9556735139704,-0.780044630794113,0,-0.37295349311716564,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:16:00+00:00,94693.25,3268.970947265625,-735.6547849079161,-0.8783777368336397,0,-0.6991113939457136,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 16:17:00+00:00,94604.5078125,3262.87646484375,-737.9963150592557,-1.2104851975770279,0,-2.3415301513396116,-0.0,0.0,0.0,-0.0,-376.47100636555473
